1.920668,1.541523,0.4445141
4.714428,4.370786,8.01652
0.7200875,7.295036,0.04529514
3.752327,8.409695,6.74976
5.341062,5.181388,7.84838
7.811809,5.114313,16.41553
6.522023,0.4182111,0.8193904
6.958956,1.815009,7.505374
5.040862,2.249125,9.634095
2.147216,0.609193,0.6325903
0.8909553,0.7489409,0.01855001
0.9921569,4.849546,0.1633324
2.176763,8.994606,0.620083
7.498189,4.866269,11.17529
5.264576,1.664991,4.360342
5.251419,5.873508,3.522385
3.190284,3.559859,2.723248
8.407587,0.4188003,1.814676
1.405165,2.905591,0.05363891
7.358803,9.041916,15.7797
9.490076,3.39469,25.96673
3.27253,7.488463,1.182256
8.979752,1.551552,11.8667
4.31208,8.676221,10.56835
6.523348,3.142974,11.93417
4.883587,3.030452,7.043646
2.286414,1.093406,0.2692953
0.8620797,1.391863,0.0196339
7.186284,7.916268,13.59679
3.228018,1.330373,5.350781
3.963953,4.223272,2.541564
0.7143045,7.273993,0.05736258
6.308936,1.282776,3.988209
8.785997,3.978486,31.10217
2.646435,1.267768,1.063312
3.790129,3.217248,2.925145
2.887071,4.332282,1.749817
4.989266,0.001341102,0.47416
0.01934694,2.886922,0.06200761
3.948002,0.758502,4.217903
8.345033,7.613029,31.35562
8.160011,0.4915674,7.939233
0.7209585,9.186793,0.08485347
6.107546,2.728961,15.88701
2.139806,4.488519,1.175645
3.732183,7.659477,8.131369
5.535195,2.191716,7.952922
4.552859,8.603169,4.923457
7.395878,9.005214,34.19053
3.284402,6.882339,4.994698
5.467311,2.189756,7.313637
9.157597,0.1358326,4.335119
9.694048,9.190968,82.62479
7.791543,3.984355,13.79117
4.290506,2.452374,5.847615
2.699321,0.3287296,0.3324231
3.659488,2.645855,4.558149
8.208935,6.286329,25.46476
3.020296,2.595677,2.7094
3.480879,7.13942,4.652098
0.473104,9.928673,0.07933931
1.659063,5.080363,0.5503903
3.840936,8.227567,2.464958
9.430502,2.760035,19.0251
1.066922,1.167057,0.008447389
4.407096,6.296638,12.33818
8.86247,4.670372,29.74059
5.293368,1.595698,6.257422
6.579442,0.514906,9.612047
0.1280242,7.306741,0.01120337
8.964215,8.808751,80.92656
1.281814,3.645037,0.1808267
4.260581,3.134551,8.323184
5.433519,3.656268,7.019078
6.333971,0.4154535,7.716995
5.950294,8.068933,20.27149
4.02878,8.096414,5.997351
8.175571,5.964924,27.56365
6.377557,7.751207,16.36807
8.28188,7.477647,15.51915
5.314096,0.7719287,3.589124
7.290836,8.271209,28.75274
2.772393,3.689605,0.8758087
6.28152,2.800559,7.310744
8.783139,0.94686,5.228582
1.28614,9.473367,0.2260497
2.194776,0.5930943,0.5593333
1.731633,7.321802,0.7671664
4.682587,6.531341,15.38474
1.403545,5.074083,0.3538262
7.114254,7.52243,29.05638
0.5856435,4.77608,0.05070354
0.9965309,3.560003,0.003546076
5.975781,5.836909,21.22762
9.476283,0.5234053,15.19953
5.379367,3.3758,16.70828
3.034711,3.433938,5.699009
6.836088,9.950545,20.29318
3.816193,1.015132,2.274205
9.712548,0.05312031,5.717911
1.76718,7.65549,0.5716167
5.112155,5.321332,6.586716
2.052058,9.439734,2.161555
3.452893,6.902552,2.532538
2.96801,9.587676,4.322811
9.783805,3.122982,36.37307
0.634087,1.121574,0.03486896
3.017279,4.194088,4.690927
3.622893,7.906653,3.130306
6.368576,0.3643554,2.770982
7.83668,9.851329,26.37779
4.411521,6.999986,7.924331
2.046997,4.586918,0.4382883
8.689809,8.296967,19.10137
3.112027,8.498198,3.926026
4.973092,9.306786,22.95805
9.653808,3.743819,40.92858
5.961467,1.374014,3.076072
8.539365,8.966996,51.21397
4.667454,3.974226,5.916809
6.581092,2.025537,6.906936
5.344705,0.01872363,0.02013086
3.731648,3.592703,3.013701
7.096738,4.056753,20.64303
9.082206,5.803801,52.50354
0.4530813,6.408628,0.06482119
6.014799,1.405053,6.263771
2.626461,5.988984,1.564529
3.614044,7.484485,5.14952
2.31008,4.375162,0.5090665
6.513087,5.253154,11.66994
7.889206,2.918941,26.41003
2.445912,7.213833,2.202379
9.28776,6.008792,22.54977
7.480766,5.17726,19.63338
0.5653365,5.437021,0.1038971
4.626016,2.237629,3.607477
5.605823,2.694944,16.66777
8.658351,3.946585,15.49454
2.186882,8.600161,2.315608
7.916358,3.407881,30.52532
9.56217,0.3271569,12.82859
9.323342,0.6218554,10.24641
5.511526,5.09846,10.30578
6.451124,9.711054,21.50498
0.6421403,0.529292,0.01006217
1.938731,7.358523,1.916683
9.172414,5.486425,32.17758
7.073035,5.51415,11.50338
7.60517,1.940492,19.52313
9.782134,6.418748,38.54888
9.337996,4.969217,33.60368
9.035431,8.997394,46.10484
5.10777,9.54571,11.12428
3.524664,2.595492,3.194119
1.964639,9.316238,0.9331596
8.740504,8.246619,53.80522
2.782565,6.335494,2.023062
5.959219,2.289762,10.04414
6.063772,1.434355,4.82463
3.285935,1.386839,0.7847876
7.641295,5.532384,22.50222
9.862095,3.851593,41.4197
7.110185,5.767868,20.92412
6.758266,9.272823,35.09752
3.637263,7.064447,2.618625
8.194658,7.350274,17.04903
6.650178,9.258691,23.32931
4.392299,6.69653,6.364382
5.878403,9.232289,13.29052
4.249102,4.432645,9.319147
9.765608,0.5796079,11.15947
2.781166,9.263012,3.62134
1.838325,6.357455,1.165177
9.699116,8.500638,72.36621
8.670505,1.707189,19.47416
9.228243,1.400909,18.98972
3.375111,8.519083,5.705881
2.245131,1.074994,0.2903699
0.2766662,4.640514,0.03371938
1.389059,2.558302,0.1390611
2.222943,7.78485,1.116617
8.108596,8.033044,30.76709
1.217807,8.347693,0.05798823
4.695785,4.189344,2.042366
1.947069,5.566878,0.4208173
3.145015,0.3478289,0.4150631
8.878051,4.475718,80.57762
9.649066,2.365083,6.239426
6.911282,5.677687,20.86406
6.285029,7.153506,15.40873
5.684652,4.713513,21.71221
0.5165528,3.403976,0.02283738
3.97228,7.63703,5.387465
1.407168,2.02052,0.0186834
4.543197,8.372463,5.868629
2.510612,5.359645,1.871152
6.886269,4.287288,8.740346
9.103137,8.322731,63.3827
1.301528,6.581655,0.4874967
5.81748,7.995162,13.50961
6.229445,3.813247,6.892548
5.764083,8.946741,22.34811
5.270261,2.552882,5.860549
0.1785693,3.71838,0.003317542
0.893158,0.8223208,0.0232619
7.728086,9.226622,23.42395
4.96467,3.22331,6.826316
9.308479,8.107802,63.79863
0.9447445,9.493567,0.1592005
8.996995,4.16073,24.00393
0.5149514,9.952644,0.01840063
7.700646,3.777162,15.29996
2.335337,1.107145,0.5732589
0.5721867,9.633241,0.05954666
1.334467,2.079378,0.04215913
8.837411,6.184777,23.48779
5.627583,8.798751,19.93195
9.069414,6.849612,45.41406
0.4797388,3.699265,0.06042159
7.979819,7.983592,37.66665
0.04582658,2.725108,0.05033813
3.074122,2.952883,3.459477
5.274163,7.564846,21.20743
6.104278,1.79045,8.028225
5.629403,5.3308,5.235864
8.326342,4.235202,29.56594
9.159808,1.764524,13.15698
6.739055,7.507317,27.76971
2.976509,0.9116977,1.270728
6.777485,8.193325,22.79165
6.94602,7.019515,19.49569
4.199078,3.675095,6.331962
2.825013,6.898214,3.646456
0.8485407,1.619493,0.02566262
9.8132,6.008024,42.99895
3.681955,7.880552,10.51869
7.51861,1.434438,14.64573
7.842226,9.053942,34.40078
3.238299,2.131078,1.375632
1.826959,0.3194306,0.007388724
4.214848,4.056153,4.923263
1.1131,7.251944,1.048609
2.44209,1.513247,0.1714549
1.009842,9.784506,0.01607572
7.848653,6.994708,30.51138
3.732832,1.245508,2.501999
8.885697,4.863944,35.3103
5.676709,3.618721,9.624091
1.530141,2.152086,0.009351367
9.205413,1.844336,30.60552
2.198444,8.910023,2.378388
2.383296,5.673056,1.103492
0.9452195,8.569277,0.02060976
9.686759,5.917237,49.14608
3.870526,3.488331,2.427397
1.863515,6.743882,0.3452279
3.543216,7.536034,4.053615
7.353153,5.386128,17.04037
7.027952,2.071894,7.883243
2.08478,0.3384362,0.06760239
6.810596,3.733526,17.76353
4.33522,0.984687,0.6832345
1.929794,9.56119,0.2349522
7.431405,1.131303,13.79673
8.435829,8.778264,23.2547
7.320785,9.295403,11.0404
7.501685,7.796505,29.39157
1.241265,2.706141,0.1294523
8.406581,5.494722,34.30839
9.280511,7.58496,32.51992
3.576957,5.537042,2.831808
6.603938,4.826122,18.39358
3.863878,0.3298422,0.1471802
1.488378,4.980106,0.7914073
1.231595,7.014598,0.3179835
3.082798,5.875379,3.133352
0.005305514,3.804774,0.06732711
2.609623,0.218762,0.5347314
7.584099,3.000953,15.91067
1.873363,8.149544,1.051925
9.391431,9.789948,35.32338
2.672255,5.927655,1.733845
4.567685,7.761765,5.369305
9.054563,0.9047633,12.04992
3.254384,8.937983,4.123455
0.6642671,7.362684,0.1110269
1.120222,0.9820625,0.01275343
7.672787,1.012735,13.81739
4.607067,0.6832714,2.747161
1.152068,8.263435,0.4338636
2.368197,2.386085,0.3289083
6.633466,9.979331,27.36575
4.725074,0.5020102,3.272119
2.34298,3.398866,0.4468862
2.726733,9.907688,1.466811
8.536453,8.940279,22.09616
5.781611,3.205543,9.032456
8.15227,1.060489,5.08175
3.917395,1.273483,0.9576886
0.621402,5.158517,0.09573681
6.379721,9.913584,27.67181
1.583342,8.668395,0.6182515
7.763134,7.202881,44.4498
5.055642,5.654504,7.990905
0.888621,8.45499,0.2050106
4.312362,6.587877,7.820292
1.715443,7.168044,0.2478607
8.529771,1.367689,9.009296
9.176371,9.064121,46.18929
0.7195786,8.093597,0.0175979
6.09142,5.757391,13.26445
6.581397,4.641494,10.30282
9.036608,3.495616,32.68878
0.02827199,2.752999,0.05705164
0.9224075,7.97559,0.2236198
7.460974,6.296107,26.17007
5.426118,9.46111,20.83889
9.219501,6.708299,38.60689
0.08618202,3.661689,0.03624461
7.579835,5.56343,16.35811
3.082578,2.609584,1.838455
0.1721731,6.232872,0.005132269
9.679583,9.172419,65.71576
3.723662,4.85598,6.323596
4.880459,6.174633,14.57425
6.616631,0.415325,1.368648
7.259116,1.975422,18.24947
2.634387,3.630184,1.299426
8.47365,7.600708,29.91099
7.967068,6.261041,40.85183
7.909001,4.003913,16.59172
8.893934,2.327093,9.508392
0.4646077,8.899282,0.1064202
8.318079,6.449749,20.95571
2.50087,6.734066,1.500844
3.464621,2.541911,1.958889
3.111904,0.2070413,0.1353009
9.736489,1.782527,15.91612
4.232615,5.389495,9.252093
4.844011,8.839544,6.165368
1.06985,8.776473,0.1349292
5.281869,6.785978,8.195583
4.386789,2.613609,5.193701
3.724021,1.753912,1.74508
6.744736,9.57924,12.29025
0.4085023,3.927589,0.06802363
5.174533,3.245514,7.429216
8.061161,9.769108,25.85743
8.018012,5.151869,28.098
5.420742,3.338616,4.513985
8.958334,8.002869,52.71504
9.83703,3.446641,40.19126
2.976714,2.529925,2.166584
2.158214,7.143374,0.8622617
5.304348,9.714994,16.52668
7.858848,5.092218,27.67756
6.254494,5.454035,39.69502
5.923467,5.322388,14.07229
0.8824131,8.489483,0.09797224
2.420944,5.572906,0.05342583
1.533188,8.718497,0.652744
1.346525,1.965124,0.3019783
8.78255,7.77557,47.89626
4.568412,7.95676,8.844987
7.262202,7.358157,17.51792
4.562296,5.971752,9.682977
2.114175,9.989019,1.177182
9.978462,8.555363,75.34043
2.46442,2.78921,0.6713624
1.422334,3.203008,0.1906442
4.701922,7.583876,9.477701
4.436181,8.058912,6.724146
7.201033,7.104686,16.81288
1.904728,8.777458,1.009115
1.643306,7.308568,0.6249182
8.422571,1.372211,15.90678
3.975884,4.157337,2.543873
7.226094,9.732912,25.996
0.6823962,9.205904,0.05121675
0.1864973,3.304776,0.004160238
9.397024,9.840258,25.61254
5.223415,0.5059612,3.729007
3.745721,4.214255,8.383456
8.89797,1.978411,23.90693
4.981068,6.236262,7.516687
2.746645,3.030288,1.451516
0.7240628,2.557606,0.04663867
8.382239,3.402594,21.29284
2.377738,1.131227,0.9102976
9.718745,4.996868,32.67503
6.61524,6.648281,12.66217
2.135562,2.327036,0.4905568
3.06274,8.933052,4.877289
6.269988,3.331322,7.218836
3.664859,9.626526,6.428224
6.5609,8.298842,7.929707
0.7510423,3.832399,0.03413311
5.826148,7.487667,20.37699
7.456269,4.888077,30.7791
5.05808,1.804158,5.129209
8.677589,0.4143565,2.274864
4.897821,4.593105,6.583309
2.693223,3.879422,2.633749
3.892077,7.485183,7.0813
1.798333,0.9512214,0.168346
2.622043,0.4897197,0.1115076
6.345401,3.374004,3.775775
3.897055,6.618791,9.829208
7.122892,5.954165,27.35423
7.047922,5.631433,27.493
6.442951,6.72966,16.58298
9.258363,1.171246,19.53959
4.988557,6.483942,13.88389
2.445672,0.8258591,1.145073
0.9226349,0.6988736,0.0128539
2.386753,5.865131,2.229031
1.371761,8.898626,0.6515224
4.461855,8.080886,5.104365
7.893806,5.458392,34.60628
2.567886,3.481983,2.685487
3.93258,2.91244,7.478251
6.419064,6.451831,14.96798
0.1647063,6.278561,0.002457366
8.66181,0.5043089,12.22897
4.249457,6.450921,9.204601
5.476463,4.507118,8.620422
4.18636,7.688987,9.023745
8.257268,4.83807,45.3334
2.605536,9.170188,2.259683
1.021281,5.447472,0.1691091
9.802802,7.817887,41.61791
2.956468,4.955297,4.394813
6.375312,0.6388418,1.231445
6.074914,2.362548,5.706809
9.988593,9.299755,58.87147
1.60789,4.705279,0.4195853
3.838583,3.338475,0.1389649
9.134545,2.166549,10.61877
7.989152,1.412986,6.518641
1.860894,9.718447,1.101283
1.236808,4.780871,0.002891629
2.590249,7.101221,1.41574
6.510336,1.355477,12.55608
3.374078,5.065312,2.052965
0.4615689,8.287639,0.07526919
6.082069,3.702185,4.237256
1.604209,4.130229,0.362294
2.020628,3.256316,0.3342775
8.415457,1.440609,26.69351
6.507655,6.159348,11.43902
6.820219,6.230063,12.8988
7.818335,4.95877,41.57531
8.430111,9.622844,46.13979
1.067386,2.182335,0.008477078
3.514348,8.612432,6.432937
4.649933,6.799384,5.884557
1.845649,3.154371,0.5949118
0.4109664,3.158153,0.01821146
3.6185,9.881981,5.599209
4.303157,3.566908,6.051162
3.92902,7.585125,7.24683
0.8769975,4.250689,0.02881561
8.500228,4.920536,20.02052
1.612908,7.24708,0.7553244
7.867375,3.402931,19.20948
1.846039,7.40341,1.249312
6.964913,7.06126,14.02614
4.775856,0.7394545,1.97186
7.729083,6.273468,19.91475
7.49315,0.2049154,10.94916
2.955878,4.077529,1.682556
3.943602,6.918807,7.273604
3.223888,7.734067,6.274916
8.74911,6.421731,35.77417
0.2697281,5.710085,0.02558501
2.396851,4.142092,1.965388
7.351274,0.6651205,8.807756
9.103772,6.498229,12.56986
9.609207,8.352479,26.11091
2.998112,3.680467,1.151385
9.879177,5.893033,28.72811
8.395815,1.252968,14.7688
9.481252,0.5592643,3.787031
2.094278,2.267832,0.6640097
5.91683,8.747685,13.83587
0.4921554,2.517581,0.01943286
2.557252,7.619439,3.08783
